energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,score
1454.0,0.5,0.1,0.0522232169501641,0.0,83.0,56.0,0.0,3.6,0.33,0.12992125984252,0.0004417056074766,0.068520979020979,0.9016393442622952,0.0066416184971098,1
1057.0,4.0,0.5,0.0079428044280442,0.0031431431431431,42.0,6.0,6.5,8.4,1.1,0.433070866141732,0.0002735428571428,0.0150626692456479,0.1261946902654867,0.0038689807162534,4
238.0,0.05,0.0,0.0,0.0082317073170731,12.9,12.5,1.7,0.3,0.03,0.0118110236220472,4.585714285714286e-05,0.015,0.0675666666666666,0.0010999999999999,3
303.0,25.9,10.0,0.0793494479259922,0.0143738008600727,2.05,1.0,0.0,15.1,1.5,0.59,0.0006137673130193,0.0432988505747126,0.9929285714285714,0.0099244031830238,1
431.0,1.7,0.5,0.4690265486725664,0.0008901420217209,1.2,1.2,0.0,20.5,2.15,0.846456692913386,0.0003327776484284,0.02,0.1440344827586206,0.007,2
2410.0,36.6,21.2,0.222911051212938,0.0154736842105263,52.5,52.2,1.67,8.3,0.28,0.110236220472441,0.0006291605839416,0.0819083557951482,0.2660667768595041,0.0097400921658986,0
1428.0,0.9,0.3,0.5723905723905723,0.0,78.0,49.0,2.8,2.7,0.38,0.149606299212598,0.000208488372093,1.6204951856946357e-05,0.2957875,0.003045,1
69.0,0.7,0.2,0.215339233038348,0.0009619883040935,0.5,0.5,0.0,1.3,1.98,0.779527559055118,0.000359608847497,0.0461818181818181,0.12,0.007,2
1651.0,1.0,0.2,0.083736198149806,0.0178263314588157,88.0,23.0,2.0,6.0,1.27,0.5,0.0005292728531855,0.0365402298850574,0.7828373205741628,0.007,1
198.0,0.2,0.0,0.0005719557195571,0.0191391391391391,10.0,10.0,1.9,0.3,0.0,0.0,0.0001592985531914,0.0557547008547008,0.1258620689655172,0.003216339869281,4
199.0,0.5,0.0,0.5582558970693352,0.0140960163432073,10.9,9.8,0.15,0.2,0.2,0.078740157480315,0.00012,0.012,0.3473684210526315,0.007621238938053,2
320.0,0.0,0.2,0.0102998154981549,0.0001345864661654,17.0,16.0,1.3,0.0,0.0,0.0,0.0005071428571428,0.0352676056338028,0.12,0.0043454773869346,4
319.0,0.2,0.0,0.0126153136531365,0.0005120300751879,17.3,16.5,1.0,0.2,0.01,0.0039370078740157,0.0005062539819199,0.0127167630057803,0.1275438596491228,0.0059817351598173,4
1701.0,18.0,12.0,0.1,0.0311197485941118,51.0,11.0,3.2,8.4,1.2,0.47244094488189,0.00049173553719,0.0435992462311557,0.9628125,0.0059132075471698,1
959.0,18.9,5.5,0.0,0.0049170731707317,5.6,0.0,1.5333333333333332,9.7,1.6,0.62992125984252,6.419512195121949e-06,0.0,0.1754545454545454,0.0037444444444444,1
1912.0,13.0,3.0,1.0,0.0003588137009189,74.0,24.0,9.8,6.2,0.64,0.251968503937008,0.0001343515715948,0.0217886178861788,0.1553176470588235,0.006992,2
1840.0,25.0,15.0,0.3426048565121413,0.0657272727272727,48.0,27.0,1.05,5.8,1.4,0.551181102362205,9.454545454545456e-05,0.0056492248062015,0.1404384236453202,0.0015029761904761,0
509.0,2.5,1.1,0.0,0.0,21.0,0.0,2.7,2.2,0.06,0.0236220472440945,2.4724256292906175e-05,0.017595,0.6132057971014493,0.0031148051948051,4
361.0,5.2,3.6,0.0283561643835616,0.02514332247557,6.6,4.4,3.9,3.2,0.12,0.047244094488189,0.00012,0.0219411764705882,0.3525863309352517,0.007042328042328,2
519.0,2.8,2.0,1.0,0.0003567251461988,20.9,16.1,4.566666666666666,3.3,0.11,0.0433070866141732,0.0001335715948777,0.0216869918699187,0.1442196078431372,0.006952,2
487.0,3.6,1.5,0.1458184417441028,0.0412073544433095,0.8,0.8,2.6333333333333333,20.0,2.05,0.807086614173228,0.000223691588785,0.0122335766423357,0.1500508474576271,0.0028755319148936,2
2160.0,28.5,13.5,0.2529288389513108,0.0764705882352941,58.5,39.5,3.5,4.5,0.508,0.2,0.0001796167151162,0.0013675872093023,0.1324780316344463,0.0055339720812182,0
1186.0,6.3,1.0,0.0,0.0,44.5,7.2,4.8,9.3,1.07,0.421259842519685,0.0001085899182561,0.012,0.12,0.0032,4
385.0,1.8,0.3,0.3702804746494066,0.0011304425410421,15.5,9.5,0.5,3.0,0.15,0.0590551181102362,0.0001528205128205,0.0289465201465201,0.14275,0.0051103734439834,3
675.0,0.0,0.0,0.2199391171993912,0.0483674725274725,38.0,37.0,3.1,0.0,0.13,0.0511811023622047,0.0004683636363636,0.0008378378378378,0.3299999999999999,0.0026214765100671,2
1202.0,26.2,2.1,0.1355430711610487,0.0094578454332552,12.1,6.8,2.2333333333333334,1.5,1.5,0.590551181102362,0.0003549219073946,8.97943793911007e-05,0.5651351351351351,0.0026601639344262,1
202.0,0.1,0.0,0.3428232502965599,0.0,11.2,10.0,0.4,0.3,0.00508,0.002,0.00012,0.012,0.4616481481481481,0.0091105849582172,2
579.0,8.1,1.5,0.0183256457564575,0.001,2.1,0.9,0.6,14.3,0.508,0.2,0.0003255901851054,0.0138165137614678,0.1712419825072886,2.2531267346938773,4
1159.0,14.0,1.4,0.0,0.0,21.0,1.2,2.6,15.0,0.699999999999999,0.275590551181102,3.303775743707094e-05,0.0132251308900523,0.12,0.0032046753246753,4
644.0,11.2,1.0,0.0,0.0,4.4,2.0,1.6,8.4,1.06,0.416,0.0001034400544959,0.012,0.1276923076923077,0.0032,4
482.0,3.0,1.1,0.2218652849740932,0.0094368932038834,0.8,0.8,0.5,21.0,1.45,0.570866141732283,0.0002767415115005,0.0129075907590759,0.5242857142857142,0.0052336594911937,2
2394.0,41.1,17.8,0.0273015873015873,0.0066892888888888,38.7,13.6,1.9,11.8,2.3,0.905511811023622,0.0005217922606924,0.0349132075471698,0.176326923076923,0.0032201203783319,0
2046.0,21.3,9.55,0.0,0.06322,61.7,7.89,2.45,12.6,2.2225,0.875,0.0,0.0,0.271,0.00155,0
259.0,1.4,0.6,0.0,0.0,9.1,0.9,1.3,2.5,0.30734,0.121,7.971389645776566e-05,0.0359567567567567,0.12,0.0033627118644067,4
362.0,1.9,0.2,0.0,0.0,16.0,0.6,0.36,1.8,0.309999999999999,0.122047244094488,0.0009401869158878,0.0272013536379018,0.12,0.004560765832106,3
982.0,2.6,0.3,0.0,0.0,42.0,7.0,4.7,8.4,1.1,0.433070866141732,0.0001965054495912,0.0091808731808731,0.1369948186528497,0.0023111111111111,4
590.0,11.0,0.8,0.0,0.0165342019543973,1.2,1.2,1.6,8.0,6.5,2.55905511811024,1.078128078817734e-05,0.0218068965517241,0.2603870967741936,0.0045548387096774,1
1915.0,14.0,9.7,0.1,0.1132285876347135,74.0,22.0,1.0,8.2,0.88,0.346456692913386,0.0003401162790697,0.0460125612745098,0.1575757575757576,0.0152016587677725,0
2040.0,20.0,13.0,0.7,0.0160753046594982,69.0,27.0,2.1,6.5,0.9652,0.38,0.0005422641509433,0.0569066265060241,0.3194117647058824,0.0066061908856405,0
2095.0,24.1,16.4,0.4180825565912117,0.0168521597938144,66.7,38.7,0.0,5.8,0.49,0.192913385826772,0.0003547767813953,0.0312874461538461,0.1437786232558139,0.0063899022801302,0
148.0,1.8,1.2,0.4592772384034519,0.0014248750892219,3.6,0.6,1.3,0.6,0.63,0.248031496062992,0.0001369589905362,0.0245593220338983,0.12,0.0086958024691358,3
290.0,3.0,0.7,0.0045156826568265,0.0105805805805805,6.5,0.9,1.8,3.1,0.18796,0.074,0.0001696313191489,0.0198260869565217,0.0467874999999999,0.0010275,4
531.0,5.5,1.3,0.0,0.0001067073170731,11.4,0.6,1.8,6.1,0.6,0.236220472440945,6.494117647058824e-05,0.0028714285714285,0.2572222222222222,0.0027742222222222,3
2146.0,26.0,15.0,0.1866816479400749,0.1065668449197861,63.0,26.0,1.7454545454545456,6.0,0.8001,0.315,0.0004669276315789,0.0648366013071895,0.4408548387096774,0.0065939226519337,0
788.0,7.5,3.0,0.0282900626678603,0.0,1.0,1.0,0.0,29.0,5.08,2.0,0.0004735516372795,0.054877,0.5159615384615385,0.0164478260869565,1
1493.0,4.7,0.8,0.1,0.0306265299371485,72.0,51.0,1.5,4.9,0.3556,0.14,0.0004846198347107,0.042359296482412,0.9656119402985074,0.0056754716981132,1
2134.0,26.0,8.0,0.1,0.1143085649461145,63.0,35.0,2.0,5.0,0.254,0.1,0.0003494798041615,0.0472104779411764,0.1524242424242424,0.0179490521327014,0
402.0,2.8,1.3,0.0193865313653136,0.0,8.0,2.6,3.7,7.9,0.31,0.122047244094488,0.0002920258286698,0.0129761111111111,0.1363731778425655,0.00107,4
431.0,4.4,1.4,0.0,0.0047316267547481,12.8,2.2,2.8,3.0,1.0668,0.42,0.00026875,0.0612250423011844,0.1265116279069767,0.007,3
2379.2,49.15,2.88,0.2318059299191374,0.0177286384976525,14.46,14.16,0.27,1.2,2.14884,0.846,0.0006207299270072,0.080366576819407,0.2845795053003533,0.0093827188940092,0
2109.0,25.7,12.1,0.2471610486891385,0.0790909090909091,58.8,32.8,2.6,7.1,0.61,0.240157480314961,0.0001826537790697,0.0013218023255813,0.1340158172231985,0.0059350507614213,0
920.0,18.6,11.5,0.0633289986996098,0.0,10.6,10.6,0.0,2.6,0.0762,0.03,0.0002605221932114,0.045235230934479,0.2404507042253522,0.0120771929824561,1
368.0,2.8,1.7,0.4586478454680535,0.0016675588865096,12.0,11.7,0.5,3.3,0.15,0.0590551181102362,0.0001303225806451,0.0475384615384615,0.12,0.007957037037037,3
331.0,0.2,0.1,0.0,0.0,11.0,9.7,0.0,8.6,0.08,0.031496062992126,6.967963386727668e-07,0.0011153846153846,0.0951794871794871,0.0032025641025641,4
314.0,0.15,0.0,0.0049077490774907,0.0097297297297297,17.0,17.0,1.8,0.35,0.0,0.0,0.0001706585531914,0.0123010752688172,0.0635206611570247,0.0017879765395894,4
74.0,0.5,0.1,0.014690959409594,0.0008503759398496,1.0,0.7,3.1,1.4,0.32,0.125984251968504,0.0004405845888936,0.0237142857142857,0.1305494505494505,0.0017514986376021,4
792.0,10.8,7.22,0.0352730528200537,0.0,19.2,17.3,0.0,3.67,0.111,0.0437,0.0003497732997481,0.056983,0.4634615384615385,0.0068793969849246,1
1146.0,17.0,7.4,0.5177896138482024,0.0151434999999999,0.7,1.0,0.0,27.0,5.7,2.24409448818898,0.0005223430962343,0.0518702153846153,0.2173553719008264,0.0068589576547231,0
91.0,0.4,0.1,0.0130996309963099,0.000590977443609,1.0,0.2,2.3,2.4,0.78,0.307086614173228,0.0004909311235471,0.0130202312138728,0.12,0.0076738419618528,4
224.0,0.2,0.01,0.0,0.0,11.5,10.0,2.0,0.3,0.02,0.0078740157480315,9.192857142857142e-05,0.025,0.1916285714285714,0.00209,4
521.0,5.8,2.3,0.0102444649446494,0.0001255639097744,8.1,0.7,4.0,8.0,0.94,0.37007874015748,0.0005016571428571,0.0340845070422535,0.12,0.0043665829145728,4
56.0,0.1,0.1,0.0104520295202952,0.0001593984962406,0.0,0.0,3.8,1.5,0.91,0.358267716535433,0.0005222285714285,0.0385211267605633,0.12,0.0042874371859296,4
1715.0,33.0,12.0,0.0921693121693121,0.0147250817204301,1.7,1.2,3.7666666666666666,26.0,5.0,1.96850393700787,0.0005271488469601,0.0497710843373494,0.2588235294117647,0.0061190885640584,0
814.0,9.0,5.55,0.4558599695585997,0.0309257142857142,25.4,16.5,1.0,2.27,0.0693,0.0273,0.000185498013245,0.0388536585365853,0.479,0.0117,2
658.0,7.6,3.6,0.125741399762752,0.0005323529411764,13.6,0.8,0.0,7.9,0.9,0.354330708661417,0.0003027272727272,0.0290091324200913,0.587037037037037,0.011200557103064,2
1389.0,0.0,0.0,0.0,0.0661617598412173,76.4,66.2,0.0,5.3,0.3048,0.12,0.0004842702142363,0.0419748366013072,1.0,0.007,1
231.0,0.0,0.0,0.0,0.0,12.0,10.0,1.8,0.0,0.0,0.0,0.000180136239782,0.0097359667359667,0.1277720207253886,0.0023816091954022,4
1841.0,11.7,5.3,0.0838751625487646,0.0,73.0,26.5,4.2,8.6,0.6,0.236220472440945,0.0002921496953872,0.03912567132116,0.2223023255813953,0.0101809187279151,1
1600.0,3.5,1.0,0.0,0.0,73.0,12.0,4.4,11.0,0.73,0.28740157480315,0.0001912978142076,0.0239473684210526,0.4675925925925925,0.0042,4
1475.0,12.0,3.8,0.04375,0.0320826993053258,53.0,12.0,2.2,7.6,1.3,0.511811023622047,0.0005056280991735,0.0460201005025125,0.7934027777777778,0.006377358490566,1
492.0,7.9,1.8,0.0089483394833948,0.0009609609609609,6.0,3.8,1.8,4.9,0.57,0.224409448818898,0.0003731999999999,0.0126170212765957,0.12,0.0035206611570247,4
1611.0,2.5,1.5,0.6572517321016166,0.0155841476655808,76.0,28.5,7.0,10.0,0.0,0.0,0.00012,0.0378813559322033,0.3995087719298245,0.0079,2
789.0,5.5,0.5,0.0,0.0043724194880264,23.2,1.4,0.0,9.7,1.17,0.460629921259842,0.0003257142857142,0.0590659898477157,0.12,0.007,3
467.0,4.0,0.5,0.0140846994535519,0.0,12.0,1.8,1.6,6.0,0.78,0.307086614173228,0.0003598411689961,0.0152416918429003,0.1845751633986928,0.254278145695364,4
716.0,17.6,15.7,0.0,0.0,2.1,1.8,0.2,1.6,0.02032,0.008,0.000538064516129,0.0,0.0699432989690721,0.0022981443298969,1
2097.0,23.5,12.7,0.2461722846441947,0.0795401069518716,64.0,29.0,2.8,6.9,0.76,0.299212598425197,0.0001831744186046,0.001313953488372,0.1342794376098418,0.0060038071065989,0
2030.0,19.3,10.8,0.1237303370786516,0.1278082813386273,71.5,47.8,2.1,5.9,0.3556,0.14,0.0006688179824561,0.0606753812636165,0.7527631578947368,0.0086266187050359,0
1200.0,26.0,2.0,0.9385964912280702,0.0,11.0,8.0,4.88,0.6,1.39954,0.551,0.0008,0.0,0.9130501930501932,0.0057482993197278,1
2140.0,26.1,14.6,0.0,0.0331227272727272,60.0,21.4,3.21,7.5,0.75,0.295,1.761773255813952e-05,0.002172965116279,0.2622416302765648,0.0001738372093023,0
328.0,0.8,0.5,0.0025645756457564,0.0148148148148148,15.7,14.3,1.1666666666666663,0.6,0.01,0.0039370078740157,0.0001645193191489,0.0298162393162393,0.1278669064748201,0.0067625,4
477.0,9.0,0.7,0.2720505200594353,0.0021547109207708,6.5,5.0,2.0,1.0,0.79,0.311023622047244,6.50269058295964e-05,0.0060269058295964,0.0778372093023255,0.0012,3
257.0,0.3,0.0,0.0,0.0,13.0,13.0,2.0,0.5,0.0254,0.01,2.044736842105263e-05,0.0154752577319587,0.6055852760736196,0.0296666666666666,4
2038.0,22.1,11.0,0.0,0.0680406880582203,62.8,26.0,5.1,6.4,0.58,0.228346456692913,0.0004768894263994,0.0394388888888889,0.182,0.0061222222222222,1
360.0,2.0,1.8,0.1725997842502696,0.0004764453961456,12.1,11.5,0.0,4.5,0.11,0.0433070866141732,0.000302916093535,0.023424,0.15,0.0042044444444444,3
590.0,5.0,1.7,0.0901217228464419,0.0059906323185011,0.8,0.6,0.0,23.0,2.9,1.14173228346457,0.0003607342778161,9.773208430913348e-05,0.7183783783783784,0.0026911475409836,1
2236.0,29.5,5.5,0.0263979193758127,0.0125711422845691,53.0,6.2,2.8,13.0,1.35,0.531496062992126,0.0002036727589208,0.0346053841103086,0.5828571428571429,0.007,1
747.0,5.0,1.3,0.0,0.0,21.0,6.3,2.3,11.0,1.1,0.433070866141732,0.0002252336448598,0.0072,0.12,0.0031955228276877,3
1925.0,14.5,9.0,0.0328857057594747,0.0,74.5,25.0,2.6,6.3,0.3048,0.12,0.0003920906801007,0.056263,0.4814102564102564,0.0043869346733668,1
185.0,2.2,1.4,0.0082011070110701,0.0025825825825825,3.7,1.8,1.5,1.7,0.762,0.3,0.0002991428571428,0.0144344294003868,0.1212389380530973,0.0037795041322314,4
2298.0,31.8,18.5,0.2,0.0158917792114695,59.3,32.5,3.4,5.0,0.36,0.141732283464567,0.0005402096436058,0.0559367469879518,0.3111764705882353,0.0065399828030954,0
63.0,0.2,0.02,0.0,0.0045426829268292,1.4,0.0,1.9,1.0,0.55,0.216535433070866,0.0001366375,0.0254021052631578,0.1098726591760299,0.0064401433691756,3
2046.0,23.8,3.0,0.0,0.057142904399603,53.7,10.2,4.6,12.7,2.1,0.826771653543307,0.0005196979958534,0.054147385620915,0.8171363636363637,0.007,1
823.0,10.6,3.0,0.0,0.0008794384805945,15.4,2.6,2.25,8.4,0.459999999999999,0.181102362204724,0.0008796428571428,0.0380710659898477,0.1257843137254902,0.0054466568483063,3
840.0,7.0,0.8,0.0,0.0009789196310935,19.0,1.5,1.85,14.0,1.0,0.393700787401575,0.0001795113981762,0.0222222222222222,0.2727272727272727,0.0037181632653061,3
342.0,2.1,0.3,0.0264293419633225,0.0,11.5,11.0,0.5,3.8,0.1,0.0393700787401575,0.000144183130699,0.0130005037783375,0.1792307692307692,0.0041356401384083,3
1620.0,40.0,3.2,0.2792172523961661,0.0251878378378378,7.3,4.1,0.5,0.7,2.54,1.0,0.000309259217877,4.3467400275103165e-05,1.0,0.0082912408759124,1
465.0,7.7,2.6,0.0149815498154981,0.0008977443609022,3.6,2.7,2.9,5.6,0.63,0.248031496062992,0.0004313908738699,0.04484332688588,0.12,0.0019837837837837,4
818.0,7.0,3.9,0.0047150104446433,0.0,24.8,3.4,0.9666666666666666,7.4,1.4,0.551181102362205,0.0001098461538461,0.0793002915451895,0.2120731707317073,0.0062475994513031,1
1628.0,4.9,0.7,0.5124282982791587,0.0032484848484848,72.2,6.9,4.4,10.8,1.4,0.551181102362205,5.784172661870504e-05,0.0261764705882352,0.3266666666666666,0.0114432532347504,2
2068.0,23.0,2.1,0.0025357607282184,0.0250741482965931,62.0,7.4,3.2,8.3,1.9,0.748031496062992,0.0001669408181026,0.0230387393302692,0.3795774647887324,0.007,1
201.0,0.5,0.1,0.9808795411089866,0.0062181818181818,9.6,9.6,0.2,0.9,0.01,0.0039370078740157,0.0001107194244604,0.032,0.5627722772277227,0.0219044362292051,2
2112.0,23.9,13.0,0.0828571428571428,0.0135714931899641,64.5,27.6,2.6,6.5,0.508,0.2,0.0005142348008385,0.0436746987951807,0.2070588235294117,0.0057029234737747,0
1705.0,6.1,2.6,0.0059699453551912,0.0,74.0,5.3,3.4,12.0,0.1,0.0393700787401575,0.0012338589580686,0.077517578125,0.252,0.0076232876712328,4
1058.0,19.0,5.1,0.0035714285714285,0.0316833667334669,4.5,1.0,2.8000000000000003,16.0,2.7,1.06299212598425,0.0001475239338555,0.0169244911359159,0.7551162790697674,0.007,1
880.0,8.0,5.0,0.1491228070175438,0.0,30.0,29.0,1.12,2.5,0.084,0.0330708661417323,0.0008,0.0,0.492,0.0029319727891156,1
569.0,6.9,4.4,0.3702644746247319,0.0264535240040858,17.0,16.0,1.4,0.8,0.254,0.1,0.0001209813084112,0.012,0.4208955223880597,0.0069122448979591,2
550.0,5.1,3.5,0.3938814531548757,0.0024969696969696,15.5,15.3,0.07,5.7,0.254,0.1,4.446043165467626e-05,0.0203414634146341,0.12,0.0087959334565619,2
1319.0,7.0,1.3,0.9123609022556392,0.007090909090909,52.4,1.0,0.0,8.7,1.3,0.511811023622047,0.0001290293040293,0.1112941176470588,0.1364999999999999,0.0178698113207547,2
166.0,0.5,0.1,0.0058487084870848,0.0076876876876876,6.4,5.6,3.1,0.8,0.62,0.244094488188976,0.0002462,0.0183094339622641,0.1326446280991735,0.0059158357771261,4
675.0,7.6,1.1,0.019640221402214,0.0,13.0,2.4,4.1,8.3,0.83,0.326771653543307,0.0002839995695221,0.0183752906976744,0.1280349854227405,0.0019159239130434,4
289.0,3.6,0.4,0.0115959409594095,0.0003458646616541,6.4,5.6,1.6,1.3,0.83,0.326771653543307,0.000538504950495,0.0120780346820809,0.1531168831168831,0.003851256281407,4
604.0,6.6,1.0,0.0068311808118081,0.0055555555555555,12.0,2.0,6.7,6.0,0.5,0.196850393700787,0.0001633714285714,0.0177663442940038,0.12,0.0044794117647058,4
277.0,0.1,0.1,0.0096994535519125,0.0,15.0,14.0,1.7,0.3,0.0254,0.01,0.0008321639135959,0.0508453333333333,0.12,0.005938028169014,4
2099.0,31.1,18.1,0.5670588235294117,0.0148125,48.2,43.4,5.9,4.8,0.0499999999999999,0.0196850393700787,0.0005673846153846,0.0870172413793103,0.3095178571428572,0.0052,0
1005.0,25.0,1.9,1.0,0.0006549707602339,3.9,0.8,0.4,0.6,1.8,0.708661417322835,0.0002449522700814,0.02,0.6414603174603174,0.007,2
566.0,11.0,5.5,0.1002763385146804,0.0131650485436893,4.7,2.1,0.0,4.9,0.9,0.354330708661417,0.0002005093099671,0.020304054054054,0.1123297297297297,0.0079875862068965,2
2122.0,31.0,3.3,0.1908256880733945,0.0,52.0,3.2,2.7,4.3,2.1,0.826771653543307,0.0001317943680419,0.0404783393501805,0.4439013698630137,0.0080265486725663,1
434.0,7.0,0.2,0.0,0.0482414819715514,4.8,0.0,0.5,5.5,4.8,1.88976377952756,0.0005546644782308,0.0661614379084967,0.5855172413793104,0.0052824427480916,1
217.0,1.7,0.2,0.0047647601476014,0.01004004004004,6.4,1.3,0.8,2.2,0.18542,0.073,0.0001702839148936,0.0128965517241379,0.0530165289256198,0.0011607038123167,4
2240.0,32.0,2.5,0.0633243807818561,0.0017614952034402,55.0,6.0,1.8,6.0,2.0,0.78740157480315,0.0003977553956834,0.0386048951048951,0.3701970443349753,0.002133,1
284.0,0.5,0.5,0.002320110701107,0.0153453453453453,14.2,13.2,1.4181818181818184,0.8,0.01,0.0039370078740157,0.0001638788085106,0.0329985042735042,0.1261510791366906,0.0060171875,4
201.0,0.5,0.1,0.7005899705014749,0.0008245614035087,10.5,9.6,0.125,1.1,0.01,0.0039370078740157,0.000308286379511,0.02,0.1222222222222222,0.0076220588235294,2
444.0,3.8,0.3,0.0,0.0,10.0,0.5,1.8,7.0,0.85,0.334645669291339,4.718796992481202e-05,0.0402556053811659,0.12,0.0035537735849056,4
2286.0,33.7,19.4,0.2980132450331126,0.0592999999999999,51.7,1.1,1.5,8.4,3.0,1.18110236220472,0.000168,0.0080959302325581,0.2394482758620689,0.00189375,0
955.0,13.0,6.4,0.0782918149466191,0.00065,21.0,2.1,2.1,5.9,0.78,0.307086614173228,0.0003514545454545,0.0335753424657534,0.6144444444444445,0.0116573816155988,2
701.0,9.06,1.19,0.0,0.0,14.1,1.81,2.5,6.25,0.719,0.283,0.0007876635514018,0.0235384615384615,0.12,0.0042695139911634,3
141.0,1.1,0.8,0.0447680690399137,5.3533190578158456e-05,4.3,1.0,1.5,0.9,0.7,0.275590551181102,0.0001411344984802,0.0110478589420654,0.1548809523809523,0.0031474048442906,3
1200.0,30.0,20.0,0.0,0.0334449222626529,3.3,3.3,0.0,2.0,0.1,0.0393700787401575,0.0005252809917355,0.0494447236180904,0.55375,0.0069904255319148,1
574.0,4.9,3.1,1.0,0.0002055137844611,17.6,0.7,2.02,5.1,0.8001,0.315,0.00012,0.0261680672268907,0.1216879795396419,0.004056,2
1468.0,1.6,0.8,0.0516263801850194,0.0,78.0,50.0,0.2727272727272727,4.4,0.55,0.216535433070866,0.0004160046728971,0.0701293706293706,0.8819672131147541,0.0065260115606936,1
621.0,4.1,0.8,0.0,0.0,19.1,1.2,1.9,7.6,0.973,0.383070866141732,7.732288828337874e-05,0.0262243243243243,0.12,0.0037152542372881,4
431.0,5.6,1.7,0.0,0.0,5.4,0.0,1.2,7.2,0.8,0.31496062992126,0.0007813084112149,0.0233538461538461,0.12,0.0042573784977908,3
1700.0,8.39,7.74,0.6529411764705881,0.00796875,72.3,54.8,2.58,8.39,1.03,0.406,0.00053,0.085,0.5441538461538461,0.0073,0
2012.0,25.0,5.0,0.2975717439293598,0.0592363636363636,55.0,13.0,0.75,8.0,4.5,1.77165354330709,0.0001687272727272,0.0081201550387596,0.2404285714285714,0.001897619047619,0
607.0,5.3,1.1,0.0,0.0,17.3,2.3,2.1,5.9,0.61,0.240157480314961,0.0001821594005449,0.0096673596673596,0.1289119170984456,0.0023563218390804,4
1279.0,29.5,20.0,0.045270068636228,0.0,2.0,2.0,0.0,8.0,1.5,0.590551181102362,0.00019,0.0872587412587412,0.55,0.0052947976878612,1
401.0,2.4,1.6,0.3588558692421991,0.0019280870806566,12.0,12.0,0.6,6.1,0.1,0.0393700787401575,6.315384615384615e-05,0.0084942307692307,0.12,0.0051983870967741,3
2462.0,42.0,27.0,0.2119791666666666,0.0055971830985915,47.0,46.0,2.6,6.2,0.254,0.1,0.0004265693430656,0.044858939802336,0.2693616018845701,0.005934508348794,0
1014.0,15.0,5.4,0.1419607843137255,0.0299046357615894,0.0,0.0,0.0,27.0,4.8,1.88976377952756,0.0004249471319972,0.0215921568627451,0.3077718446601942,0.0079939393939393,1
934.0,5.8,3.3,0.1393939393939394,0.0038317757009345,31.1,4.0,1.9,10.3,1.22,0.480314960629921,0.0007050526315789,0.022,0.1634288990825688,0.006860625,2
1438.0,21.3,13.4,0.0197247706422018,0.0,32.9,26.1,1.7,4.5,0.15,0.0590551181102362,0.0002172888015717,0.0667364620938628,0.4547142857142857,0.0108295454545454,1
927.0,8.6,2.0,0.0765911542610571,0.0001588151320485,24.3,3.0,3.2,10.1,1.61,0.633858267716535,6.989312977099236e-05,0.0076594458438287,0.1018548387096774,0.001432525951557,3
920.0,7.3,2.2,0.4919093851132685,0.0015328336902212,30.0,5.6,2.2,7.0,0.83,0.326771653543307,0.0001289432176656,0.0132796610169491,0.1813333333333333,0.0083671604938271,3
962.0,12.0,2.5,0.7069335239456755,0.0043227783452502,16.0,1.5,0.0,14.0,1.0,0.393700787401575,0.0003407073954983,0.0156363636363636,0.3750545454545454,0.007480310880829,2
277.0,0.5,0.0,0.0151660516605166,0.0009278195488721,15.5,9.2,0.5,0.5,0.01,0.0039370078740157,0.0004255535944898,0.0422127659574468,0.1944,0.0021729729729729,4
1635.9,6.1,1.62,0.0143852459016393,0.0,71.6,1.6,5.0,14.0,0.21,0.0826771653543307,0.0003274701397712,0.0133141993957703,0.1816993464052287,0.3997549668874169,4
1155.0,8.1,2.1,0.4986329866270431,0.0015631691648822,40.0,6.7,2.4,9.4,1.1,0.433070866141732,0.000126690851735,0.0170538461538461,0.12,0.0082748148148148,3
1812.0,8.7,5.8,0.6374380825565913,0.0130931082474226,79.3,24.5,0.0,7.2,1.19,0.468503937007874,0.0004500418410041,0.0765695384615384,0.4705042016806723,0.0074218241042345,0
2030.0,21.0,7.8,0.0512820512820512,0.0030974576271186,65.0,26.0,4.5,6.6,0.8,0.31496062992126,1.83206106870229e-05,0.0012606697307944,0.4497297297297297,0.0148798283261802,1
637.0,6.1,3.7,0.0,0.0001699604743083,15.3,2.2,1.2,8.4,0.71,0.279527559055118,0.0001519840425531,0.0179969773299748,0.12,0.0043514076246334,3
2191.0,31.0,13.8,0.6317647058823529,0.00965625,50.2,38.6,7.0,7.9,0.1016,0.04,0.00053,0.085,0.41,0.0073,0
962.0,3.3,0.7,0.0116835793357933,0.0003601503759398,37.9,5.1,6.2,8.6,1.3,0.511811023622047,0.0005357322427894,0.0121329479768786,0.1407792207792207,0.0038178391959799,4
630.0,4.0,1.2,0.0,0.0037778695293146,19.4,1.4,2.55,8.5,0.92,0.362204724409449,0.00042,0.055492385786802,0.12,0.0068665095729013,3
309.0,4.0,2.4,0.2860624071322437,0.0021181299072091,6.0,3.8,0.3,3.3,0.127,0.05,6.521076233183856e-05,0.0062107623318385,0.12,0.0012,3
