energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,code,score
1.0,0.0,0.0,0.0339805825242718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.123222748815166e-05,0.0230466321243523,0.1216,0.0013126947136563,1.0,5449000009104,3
1.0,0.0,0.0,0.0388349514563106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121642969984202e-05,0.0229740932642487,0.1217999999999999,0.0012951427312775,1.0,5449000016560,3
1.0,0.0,0.0,0.0436893203883495,0.0,0.0,0.0,0.0,0.0,0.02,0.0078740157480315,6.120063191153239e-05,0.022901554404145,0.122,0.0012775907488986,1.0,5449000020987,3
1.0,0.0,0.0,0.0485436893203883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.118483412322275e-05,0.0228290155440414,0.1222,0.0012600387665198,1.0,5449000037978,3
1.0,0.0,0.0,0.0533980582524271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.116903633491312e-05,0.0227564766839378,0.1224,0.0012424867841409,1.0,5449000050090,3
0.0,0.0,0.0,0.058252427184466,0.0,0.0,0.0,0.0,0.0,0.02,0.0078740157480315,6.115323854660348e-05,0.0226839378238341,0.1226,0.0012249348017621,0.0,5449000050212,3
1.0,0.0,0.0,0.0631067961165048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.113744075829384e-05,0.0226113989637305,0.1227999999999999,0.0012073828193832,1.0,5449000050229,3
1.0,0.0,0.0,0.0728155339805825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.110584518167457e-05,0.0224663212435233,0.1232,0.0011722788546255,1.0,5449000056672,3
1.4,0.0,0.0,0.1067961165048543,0.0,0.0,0.0,0.0,0.0,0.02,0.0078740157480315,6.099526066350711e-05,0.0219585492227979,0.1246,0.0010494149779735,1.0,5449000137357,3
1.0,0.0,0.0,0.1262135922330097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0932069510268566e-05,0.0216683937823834,0.1254,0.0009792070484581,1.0,5449000177612,3
1.4,0.0,0.0,0.1310679611650485,0.0,0.0,0.0,0.0,0.0,0.02,0.0078740157480315,6.091627172195892e-05,0.0215958549222797,0.1256,0.0009616550660792,1.0,5449000177650,3
1.4,0.0,0.0,0.1359223300970873,0.0,0.0,0.0,0.0,0.0,0.0254,0.01,6.0900473933649286e-05,0.0215233160621761,0.1258,0.0009441030837004,1.0,5449000195340,3
1.4,0.0,0.0,0.1407766990291262,0.0,0.0,0.0,0.0,0.0,0.0254,0.01,6.088467614533965e-05,0.0214507772020725,0.126,0.0009265511013215,1.0,5449000195364,3
104.0,0.0,0.0,0.2378640776699029,0.0,7.9,0.0,0.0,1.4,0.127,0.05,6.056872037914692e-05,0.02,0.13,0.0005755114537444,0.0,5601089830219,3
748.9,4.34,1.4,0.2621359223300971,0.0,25.1,6.0,1.8,8.69,1.3,0.511811023622047,6.048973143759874e-05,0.0172222222222222,0.131,0.0004877515418502,2.0,5602709010905,3
691.0,0.3,0.1,0.2912621359223301,0.0,64.0,0.5,0.0,0.8,0.01,0.0039370078740157,6.0394944707740914e-05,0.0138888888888888,0.1322,0.000382439647577,2.0,5700626124108,3
691.0,0.3,0.1,0.3252427184466019,0.0,64.0,0.5,2.15,0.8,0.01,0.0039370078740157,6.028436018957346e-05,0.01,0.1336,0.0002595757709251,2.0,57626239,3
649.0,0.2,0.0,0.3300970873786407,0.0,61.6,0.0,1.3,0.5,0.0,0.0,6.0268562401263824e-05,0.0094444444444444,0.1338,0.0002420237885462,0.0,57626339,3
287.0,1.3,0.8,0.3349514563106796,0.0,11.1,10.7,0.8666666666666667,2.8,0.1,0.0393700787401575,6.025276461295419e-05,0.0088888888888888,0.134,0.0002244718061674,1.0,5900643034064,3
481.0,4.166666666666667,1.5,0.4223300970873786,0.0,28.33333333333333,3.0,2.666666666666667,1.5,0.0,0.0,5.076923076923077e-05,0.0,0.0676923076923076,0.0018276923076923,0.0,6190109640062,3
0.0,0.0,0.0,0.4757281553398058,0.0,0.0,0.0,0.0,0.0,0.381,0.15,0.0,0.0,0.0,0.0,1.0,6901104158113,3
611.0,4.75,1.25,0.4902912621359223,0.03,51.8,0.45,0.0,6.75,0.5199,0.2046850393700787,2.941176470588235e-06,0.0045,0.0071428571428571,0.0001746835443037,0.0,6922130119381,3
66.0,0.0,0.0,0.5,0.0099827027027027,3.9,3.9,0.0,0.0,0.04,0.0157,1.0784313725490196e-05,0.0165,0.0261904761904761,0.0006405063291139,0.0,7290006319005,3
130.5,0.3333333333333333,0.0,0.4754098360655737,0.0098097297297297,8.25,6.25,0.4,0.35,0.0,0.0,2.0588235294117645e-05,0.0298958333333333,0.0499999999999999,0.0012227848101265,0.0,7501017006403,3
980.0,0.0,0.0,0.4453551912568306,0.0096194594594594,97.0,0.0,0.0,0.0,0.0,0.0,3.137254901960784e-05,0.0287499999999999,0.0761904761904761,0.0018632911392405,2.0,7610700607022,3
983.0,0.0,0.0,0.4426229508196721,0.0096021621621621,96.0,0.0,0.0,0.0,0.0,0.0,3.2352941176470585e-05,0.0286458333333333,0.0785714285714285,0.0019215189873417,2.0,7610700607046,3
990.0,0.0,0.0,0.4398907103825136,0.0095848648648648,96.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.0285416666666666,0.0809523809523809,0.001979746835443,2.0,7610700607077,3
980.0,0.0,0.0,0.4371584699453552,0.0095675675675675,97.0,0.0,0.0,0.0,0.0,0.0,3.431372549019608e-05,0.0284375,0.0833333333333333,0.0020379746835443,2.0,7610700607091,3
990.0,1.0,1.0,0.4344262295081967,0.0095502702702702,96.0,0.0,0.0,0.0,0.0,0.0,3.529411764705882e-05,0.0283333333333333,0.0857142857142857,0.0020962025316455,2.0,7610700607442,3
990.0,0.0,0.0,0.4316939890710382,0.0095329729729729,96.0,0.0,0.0,0.0,0.0,0.0,3.627450980392157e-05,0.0282291666666666,0.088095238095238,0.0021544303797468,2.0,7610700612002,3
990.0,0.0,0.0,0.4207650273224044,0.0094637837837837,96.0,0.0,0.0,0.0,0.0,0.0,4.019607843137255e-05,0.0278125,0.0976190476190476,0.0023873417721518,2.0,7610700624234,3
407.0,3.2,1.8,0.360655737704918,0.0090832432432432,13.1,9.2,1.0,3.4,0.1016,0.04,6.176470588235294e-05,0.0255208333333333,0.15,0.0036683544303797,1.0,7613031272990,3
348.0,2.3,0.9,0.3579234972677595,0.0090659459459459,12.0,8.4,0.8,3.1,0.1016,0.04,6.274509803921569e-05,0.0254166666666666,0.15,0.003726582278481,0.0,7613031409730,3
337.0,2.7,1.6,0.3551912568306011,0.0090486486486486,11.0,7.6,1.0,2.5,0.06,0.0236220472440945,6.372549019607843e-05,0.0253125,0.065,0.0037848101265822,1.0,7613031518227,3
379.0,2.0,0.7,0.3469945355191257,0.0089967567567567,15.1,11.5,0.5,2.6,0.05,0.0196850393700787,6.666666666666667e-05,0.025,0.062,0.003959493670886,2.0,7613031927463,3
337.0,2.7,1.6,0.3442622950819672,0.0089794594594594,11.0,7.4,1.0,2.5,0.0762,0.03,6.76470588235294e-05,0.0235714285714285,0.065,0.0040177215189873,1.0,7613031928453,3
526.0,4.7,1.6,0.3360655737704918,0.0089275675675675,14.3,3.4,0.9,6.0,0.7874,0.31,7.058823529411764e-05,0.0192857142857142,0.1159999999999999,0.0041924050632911,1.0,7613032827625,3
448.0,3.9,1.5,0.3333333333333333,0.0089102702702702,11.8,1.9,0.3,5.9,0.6604,0.26,7.156862745098039e-05,0.0178571428571428,0.133,0.0042506329113924,1.0,7613032827953,3
405.0,3.4,2.0,0.3306010928961749,0.0088929729729729,12.7,8.9,0.5,3.5,0.1016,0.04,7.254901960784314e-05,0.0164285714285714,0.15,0.0043088607594936,1.0,7613032968724,3
403.0,3.2,1.8,0.319672131147541,0.0088237837837837,13.1,10.0,0.5,3.4,0.1,0.0393700787401575,7.647058823529411e-05,0.02265,0.15,0.0045417721518987,2.0,7613033478239,3
782.0,3.1,1.5,0.3169398907103825,0.0088064864864864,28.6,15.1,1.5,9.9,0.3,0.118110236220472,7.745098039215686e-05,0.0252,0.272,0.0046,0.0,7613033536526,3
387.0,3.0,1.1,0.314207650273224,0.0087891891891891,12.7,8.3,0.5,3.3,0.1,0.0393700787401575,7.843137254901961e-05,0.0251894736842105,0.15,0.004491304347826,1.0,7613033593017,3
359.0,2.2,1.0,0.3114754098360656,0.0087718918918918,13.0,8.9,0.5,3.1,0.1,0.0393700787401575,7.941176470588235e-05,0.025178947368421,0.15,0.0043826086956521,1.0,7613033593048,3
360.0,3.1,2.0,0.3060109289617486,0.0087372972972972,11.0,8.5,0.5,3.2,0.1,0.0393700787401575,8.137254901960785e-05,0.0251578947368421,0.125,0.0041652173913043,2.0,7613033649486,3
976.0,8.4,3.0,0.2950819672131147,0.0086681081081081,26.4,4.0,1.5,12.1,1.1,0.433070866141732,8.529411764705882e-05,0.0251157894736842,0.1340909090909091,0.0037304347826086,1.0,7613033950124,3
895.0,5.8,2.8,0.2868852459016393,0.0086162162162162,27.6,3.3,1.5,10.2,1.1,0.433070866141732,8.823529411764705e-05,0.0250842105263157,0.1409090909090909,0.0034043478260869,1.0,7613034223524,3
869.0,6.7,2.6,0.2841530054644808,0.0085989189189189,25.6,4.1,1.6,10.3,1.2,0.47244094488189,8.92156862745098e-05,0.0250736842105263,0.1431818181818182,0.003295652173913,2.0,7613034437952,3
539.0,4.59,2.71,0.2732240437158469,0.0085297297297297,18.7,16.0,2.82,1.65,0.106,0.0417,9.31372549019608e-05,0.0250315789473684,0.128,0.0028608695652173,1.0,7613034528971,3
230.0,0.1,0.0,0.2595628415300546,0.0084432432432432,12.2,11.0,1.1,0.6,0.0762,0.03,9.80392156862745e-05,0.0283333333333333,0.1413333333333333,0.0023173913043478,1.0,7613034812803,3
387.0,3.3,1.4,0.2540983606557377,0.0084086486486486,11.8,7.4,0.95,3.6,0.1,0.0393700787401575,0.0001,0.0143,0.124,0.0021,1.0,7613034991638,3
380.0,2.9,1.2,0.2513661202185792,0.0083913513513513,13.0,7.6,0.5,2.7,0.06,0.0236220472440945,0.000106,0.0143,0.116,0.0021,2.0,7613034991744,3
346.0,2.6,1.1,0.2486338797814207,0.008374054054054,11.9,5.9,0.2,2.6,0.06,0.0236220472440945,7.9e-05,0.0137,0.12,0.0021,2.0,7613034991768,3
370.0,3.1,1.3,0.2459016393442623,0.0083567567567567,12.1,7.4,0.5,2.7,0.0762,0.03,0.0001,0.0142,0.121,0.0021,2.0,7613034991782,3
376.0,2.8,1.2,0.2431693989071038,0.0083394594594594,13.0,8.5,0.5,2.9,0.0762,0.03,0.000101,0.0143,0.122,0.0021,2.0,7613034992093,3
352.0,2.6,1.1,0.2404371584699453,0.0083221621621621,12.6,5.1,0.1,2.3,0.07,0.0275590551181102,0.0001,0.013,0.119,0.0021,2.0,7613034992116,3
382.0,2.5,1.0,0.2377049180327868,0.0083048648648648,13.8,6.4,0.5,2.9,0.0762,0.03,8e-05,0.0143,0.122,0.0021,1.0,7613034992130,3
204.0,0.1,0.01,0.2349726775956284,0.0082875675675675,10.8,9.8,1.5,0.3,0.02,0.0078740157480315,8.166666666666667e-05,0.025,0.1221666666666666,0.0021,0.0,7613035009622,3
652.0,5.7,1.9,0.2322404371584699,0.0082702702702702,22.8,16.9,1.8,2.2,0.07,0.0275590551181102,8.333333333333334e-05,0.0240727272727272,0.1223333333333333,0.0021,2.0,7613035012899,3
440.0,2.0,0.4,0.2185792349726776,0.0081837837837837,0.5,0.5,0.4,21.0,1.35,0.531496062992126,9.166666666666668e-05,0.0194363636363636,0.1231666666666666,0.0021,1.0,7613035145191,3
414.0,1.88,0.347,0.2158469945355191,0.0081664864864864,0.4705,0.4705,0.2735,19.75,1.265,0.497248031496063,9.333333333333334e-05,0.0185090909090909,0.1233333333333333,0.0021,0.0,7613035163522,3
388.0,1.76,0.294,0.2131147540983606,0.0081491891891891,0.441,0.441,0.147,18.5,1.18,0.463,9.5e-05,0.0175818181818181,0.1235,0.0021,1.0,7613035231320,3
286.0,3.3,1.4,0.2049180327868852,0.0080972972972972,11.8,7.7,0.5,3.5,0.09,0.0354330708661417,0.0001,0.0148,0.124,0.0021,0.0,7613035327283,3
439.0,2.5,1.0,0.2021857923497267,0.00808,0.4,0.4,0.5,20.0,1.42,0.559055118110236,9.841666666666668e-05,0.0143,0.121025,0.0020166666666666,2.0,7613035335387,3
435.0,2.5,1.0,0.1994535519125683,0.0080627027027027,0.4,0.4,0.5,20.0,1.4,0.551181102362205,9.683333333333332e-05,0.0138,0.11805,0.0019333333333333,2.0,7613035336193,3
439.0,2.5,1.0,0.1967213114754098,0.0080454054054054,0.4,0.4,0.5,20.0,1.4,0.551181102362205,9.525e-05,0.0133,0.115075,0.0018499999999999,2.0,7613035336223,3
439.0,2.5,1.0,0.1912568306010929,0.0080108108108108,0.4,0.4,0.5,20.0,1.4,0.551181102362205,9.208333333333334e-05,0.0123,0.109125,0.0016833333333333,2.0,7613035401945,3
439.0,2.5,1.0,0.1857923497267759,0.0079762162162162,0.4,0.4,0.5,20.0,1.4,0.551181102362205,8.891666666666667e-05,0.0113,0.103175,0.0015166666666666,2.0,7613035434219,3
439.0,2.5,1.0,0.180327868852459,0.0079416216216216,0.4,0.4,0.5,20.0,1.4,0.551181102362205,8.575e-05,0.0103,0.097225,0.00135,2.0,7613035435858,3
439.0,2.5,1.0,0.1775956284153005,0.0079243243243243,0.4,0.4,0.5,20.0,1.4,0.551181102362205,8.416666666666668e-05,0.0098,0.09425,0.0012666666666666,2.0,7613035435919,3
293.0,3.0,0.8,0.1721311475409836,0.0078897297297297,8.9,4.6,0.4,1.6,0.09,0.0354330708661417,8.1e-05,0.0088,0.0883,0.0011,1.0,7613035455917,3
392.0,3.0,1.1,0.1639344262295082,0.0078378378378378,13.0,9.0,0.5,3.3,0.1,0.0393700787401575,7.925179856115109e-05,0.008610071942446,0.15,0.0013021739130434,1.0,7613035588165,3
407.0,3.2,1.8,0.1612021857923497,0.0078205405405405,13.1,9.2,1.0,3.4,0.1,0.0393700787401575,7.866906474820144e-05,0.008546762589928,0.15,0.0013695652173913,1.0,7613035588196,3
788.0,9.0,2.0,0.1557377049180328,0.0077859459459459,18.0,2.2,1.6,8.0,1.3,0.511811023622047,7.750359712230216e-05,0.008420143884892,0.1489830508474576,0.0015043478260869,2.0,7613035694958,3
887.0,7.1,2.2,0.1448087431693989,0.0077167567567567,27.2,5.9,1.5,8.8,1.1,0.433070866141732,7.51726618705036e-05,0.0081669064748201,0.1469491525423728,0.0017739130434782,2.0,7613035768154,3
843.0,6.01,2.03,0.1420765027322404,0.0076994594594594,27.8,5.87,1.54,8.04,1.05,0.413,7.458992805755396e-05,0.0081035971223021,0.1464406779661017,0.001841304347826,2.0,7613035768185,3
1946.0,21.0,2.0,0.1065573770491803,0.0074745945945945,50.0,3.0,12.0,13.0,1.0,0.393700787401575,6.701438848920864e-05,0.0072805755395683,0.1398305084745762,0.0027173913043478,0.0,7617400033717,3
620.0,0.5,0.1,0.0983606557377049,0.0074227027027027,59.4,0.0,0.0,0.5,0.0,0.0,6.526618705035972e-05,0.0070906474820143,0.1383050847457627,0.0029195652173913,1.0,7622210122117,3
267.0,1.2,1.0,0.0683060109289617,0.0072324324324324,10.5,9.7,0.5,2.0,0.19,0.0748031496062992,5.885611510791367e-05,0.0063942446043165,0.1327118644067796,0.0036608695652173,1.0,7622210288738,3
641.0,0.3,0.1,0.0628415300546448,0.0071978378378378,61.0,0.0,0.0,0.4,0.03,0.0118110236220472,5.769064748201439e-05,0.0062676258992805,0.1316949152542373,0.003795652173913,1.0,7622210293466,3
455.0,1.5,1.0,0.0546448087431694,0.0071459459459459,19.5,17.5,0.8,3.4,0.16,0.062992125984252,5.594244604316547e-05,0.0060776978417266,0.1301694915254237,0.0039978260869565,1.0,7622210414595,3
1620.0,12.0,1.0,0.0464480874316939,0.007094054054054,63.0,18.0,6.7,5.9,0.7,0.275590551181102,5.419424460431656e-05,0.0058877697841726,0.1286440677966101,0.0042,2.0,7622210444097,3
914.0,4.3,2.8,0.0,0.0028333333333333,32.0,2.2,8.299999999999999,12.0,0.88,0.346456692913386,1.5733812949640297e-05,0.0017093525179856,0.0426315789473684,0.0012193548387096,2.0,8005658008813,3
972.0,6.9,3.7,0.0,0.0027523809523809,23.0,1.4,4.4,12.0,0.62,0.244094488188976,1.5151079136690654e-05,0.0016460431654676,0.0410526315789473,0.001174193548387,2.0,8005658018096,3
1272.0,4.8,0.5,0.0,0.0017,61.0,4.7,4.1,2.2,1.0,0.393700787401575,7.575539568345334e-06,0.0008230215827338,0.0205263157894736,0.0005870967741935,2.0,8008698002025,3
288.0,0.0,0.0,0.0,0.000647619047619,11.3,11.3,0.0,1.33,0.0542,0.0213,0.0,0.0,0.0,0.0,2.0,8013025093898,3
276.0,0.9,0.2,0.0,0.0,13.0,9.2,0.9,1.0,0.1,0.0393700787401575,1.7142857142857145e-05,0.0007753846153846,0.12,0.0006728971962616,1.0,8019428008057,3
379.0,2.9,0.5,0.0,0.0,14.0,7.0,1.0,1.1,0.07,0.0275590551181102,1.904761904761905e-05,0.0008615384615384,0.12,0.0007476635514018,1.0,8019428008071,3
158.0,2.1,0.2,0.0,0.0,3.8,3.6,0.5,0.9,0.0,0.0,2e-05,0.0009046153846153,0.12,0.0007850467289719,0.0,8019428008088,3
500.0,6.0,2.0,0.0,0.0,16.0,8.0,1.0,0.2,0.1016,0.04,2.0952380952380957e-05,0.0009476923076923,0.12,0.000822429906542,2.0,8019428009016,3
757.0,0.0,0.0,0.0,0.0,73.0,0.0,1.5,0.0,0.0,0.0,5.904761904761905e-05,0.0026707692307692,0.12,0.0023177570093457,2.0,80715725,3
745.0,0.0,0.0,0.0,0.0,74.0,0.0,1.1,0.0,0.0,0.0,7.333333333333334e-05,0.003316923076923,0.12,0.0028785046728971,1.0,80785293,3
619.0,0.5,0.5,0.0,0.0,71.0,0.0,0.6,0.5,0.0,0.0,8.095238095238096e-05,0.0036615384615384,0.12,0.0031775700934579,1.0,80999171,3
318.0,3.7,2.5,0.0,0.0,7.1,5.9,0.1,3.3,0.14,0.0551181102362205,8.857142857142858e-05,0.0040061538461538,0.12,0.0034766355140186,1.0,84100559,3
415.0,5.1,1.8,0.0,0.0,10.3,3.7,2.6,1.8,0.8,0.31496062992126,9.142857142857145e-05,0.0041353846153846,0.12,0.0035887850467289,1.0,8410076420008,3
415.0,5.1,1.8,0.0,0.0,10.3,3.7,2.6,1.8,0.77,0.303149606299213,9.333333333333334e-05,0.0042215384615384,0.12,0.0036635514018691,1.0,8410076420794,3
390.0,4.8,1.0,0.0,0.0,8.5,2.0,3.6,2.3,1.4478,0.57,9.42857142857143e-05,0.0042646153846153,0.12,0.0037009345794392,1.0,8410076423009,3
1251.0,5.2,2.0,0.0,0.0,53.7,2.5,1.9,8.5,1.0,0.393700787401575,9.523809523809524e-05,0.0043076923076923,0.12,0.0037383177570093,1.0,8410076470485,3
1321.0,7.2,2.8,0.0,0.0,52.5,1.9,2.7,8.3,1.0,0.393700787401575,9.714285714285717e-05,0.0043938461538461,0.12,0.0038130841121495,1.0,8410076472113,3
961.0,3.4,0.7,0.0,0.0,41.1,3.8,2.5,7.0,1.45,0.570866141732283,9.809523809523812e-05,0.004436923076923,0.12,0.0038504672897196,1.0,8410076472939,3
1264.0,5.2,1.2,0.0,0.0,53.2,2.1,1.6,9.1,1.0,0.393700787401575,9.904761904761904e-05,0.00448,0.12,0.0038878504672897,1.0,8410076472946,3
769.0,2.9,0.4,0.0,0.0,31.9,5.4,3.2,5.6,1.01,0.397637795275591,0.0001,0.0045230769230769,0.12,0.0039252336448598,0.0,8410076473059,3
1251.0,5.2,1.2,0.0,0.0,53.2,2.1,1.6,9.1,1.0,0.393700787401575,0.0001009523809523,0.0045661538461538,0.12,0.0039626168224299,1.0,8410076473073,3
2009.0,20.0,1.6,0.0,0.0,67.6,2.5,2.4,5.9,0.41,0.161417322834646,0.0001019047619047,0.0046092307692307,0.12,0.004,1.0,8410076480255,3
1713.0,11.0,1.3,0.0,0.0,75.0,0.5,4.5,7.0,1.0,0.393700787401575,0.0001161904761904,0.0052553846153846,0.12,0.0045607476635514,1.0,8410376010701,3
148.5,6.6,0.0,0.0,0.0,3.4,6.2,0.0,0.5,0.2499999999999999,0.0984251968503936,0.0001296703296703,0.0059446153846153,0.2128571428571428,0.0051588785046728,0.0,8414192309582,3
171.0,11.0,1.2,0.0,0.0,12.0,2.2,1.3,6.3,1.25,0.492125984251969,0.0001358241758241,0.0062461538461538,0.1868571428571428,0.0054205607476635,2.0,8426920011377,3
522.7,3.3,0.62,0.0,0.0,16.7,1.04,0.8622222222222222,6.4,0.650000000000001,0.255905511811024,0.0001560439560439,0.007236923076923,0.1401290322580645,0.0062803738317757,0.0,8436530789191,3
520.0,4.1,1.3,0.0,0.0,13.0,1.7,0.95,7.7,0.81,0.318897637795276,0.0001621978021978,0.0075384615384615,0.1283870967741935,0.0065420560747663,1.0,8480011179889,3
912.0,7.9,0.9,0.0,0.0,23.9,3.0,2.5,11.4,1.5748,0.62,0.000163956043956,0.0076246153846153,0.1250322580645161,0.0066168224299065,0.0,8480017014818,3
388.0,2.7,1.8,0.0,0.0,12.0,11.2,1.6,3.2,0.13,0.0511811023622047,0.0001665934065934,0.0077538461538461,0.12,0.0067289719626168,1.0,8480017023650,3
367.0,2.9,1.4,0.0,0.0,0.6,0.2,0.5,14.7,1.016,0.4,0.0001692307692307,0.0078830769230769,0.12,0.0068411214953271,1.0,8480017044075,3
1050.0,7.8,3.8,0.0,0.0,34.7,2.1,3.0,11.0,0.7112,0.28,0.000170989010989,0.0079692307692307,0.12,0.0069158878504672,0.0,8480017051004,3
720.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1.4,0.0,0.0,0.0001718681318681,0.0080123076923076,0.12,0.0069532710280373,2.0,8480017061164,3
581.0,7.1,3.6,0.0,0.0,14.0,1.9,1.5,4.0,0.508,0.2,0.0001736263736263,0.0080984615384615,0.12,0.0070280373831775,2.0,8480017080134,3
783.0,2.4,0.4,0.0,0.0,34.4,0.2,1.8,5.6,1.2192,0.48,0.0001753846153846,0.0081846153846153,0.12,0.0071028037383177,2.0,8480017089267,3
448.0,2.0,1.0,0.0,0.0,1.0,0.5,5.0,21.0,1.5,0.590551181102362,0.000178901098901,0.008356923076923,0.12,0.0072523364485981,2.0,8480017097835,3
1345.0,24.9,2.4,0.0,0.0,12.6,1.5,7.3,8.9,1.016,0.4,0.0001797802197802,0.0084,0.12,0.0072897196261682,0.0,8480017098016,3
564.0,2.8,0.8,0.0,0.0,18.3,2.7,5.2142857142857135,8.0,0.7,0.275590551181102,0.0001815384615384,0.0084861538461538,0.12,0.0073644859813084,0.0,8480017110923,3
499.0,3.5,0.9,0.0,0.0,14.0,1.9,4.171428571428571,7.0,0.96,0.377952755905512,0.0001824175824175,0.0085292307692307,0.12,0.0074018691588785,1.0,8480017119902,3
516.0,3.2,1.4,0.0,0.0,16.2,2.2,3.128571428571428,5.8,0.83,0.326771653543307,0.0001832967032967,0.0085723076923076,0.12,0.0074392523364485,2.0,8480017119926,3
450.0,5.1,2.7,0.0,0.0,9.4,0.6,2.0857142857142854,5.5,0.63,0.248031496062992,0.0001841758241758,0.0086153846153846,0.12,0.0074766355140186,2.0,8480017119957,3
584.0,4.2,2.1,0.0,0.0,17.8,0.6,1.0428571428571418,7.1,0.610000000000001,0.240157480314961,0.0001850549450549,0.0086584615384615,0.12,0.0075140186915887,1.0,8480017119964,3
528.0,8.1,2.3,0.0,0.0,5.1,1.7,0.0,7.9,0.70104,0.276,0.000185934065934,0.0087015384615384,0.12,0.0075514018691588,2.0,8480017124821,3
612.0,11.8,1.6,0.0,0.0,3.7,1.9,0.0,6.1,0.42926,0.169,0.0001868131868131,0.0087446153846153,0.12,0.0075887850467289,0.0,8480017124838,3
531.0,5.3,0.5,0.0,0.0,14.1,1.8,0.0,4.9,0.62992,0.248,0.0001876923076923,0.0087876923076923,0.12,0.007626168224299,0.0,8480017126887,3
591.0,6.3,0.6,0.0,0.0,16.4,1.3,0.0,3.8,0.810000000000001,0.318897637795276,0.0001885714285714,0.0088307692307692,0.12,0.0076635514018691,2.0,8480017126894,3
854.0,6.5,1.8,0.0,0.0,25.4,3.2,0.0,9.0,1.12,0.440944881889764,0.0001894505494505,0.0088738461538461,0.12,0.0077009345794392,2.0,8480017130235,3
1144.0,3.5,0.4,0.0,0.0,50.0,6.0,3.5,8.0,1.1684,0.46,0.0001956043956043,0.0091753846153846,0.12,0.0079626168224299,1.0,8480017599605,3
901.0,7.8,1.1,0.0,0.0,23.5,2.7,2.5,11.4,1.3208,0.52,0.0001991208791208,0.0093476923076923,0.12,0.0081121495327102,0.0,8480017736468,3
153.0,1.5,1.1,0.0,0.0,4.6,2.3,1.3,0.5,0.58,0.228346456692913,0.0002,0.0093907692307692,0.12,0.0081495327102803,1.0,8480017801982,3
515.0,5.6,0.5,0.0,0.0,9.8,2.0,1.3,7.7,1.5748,0.62,0.0002004761904761,0.0094338461538461,0.12,0.0081869158878504,2.0,8480017826268,3
375.0,2.9,1.9,0.0,0.0,11.2,10.8,0.9,4.1,0.189992,0.0748,0.0002028571428571,0.0096492307692307,0.12,0.0083738317757009,1.0,8594002786465,3
843.0,6.01,2.03,0.0,0.0,27.8,5.87,1.54,8.04,1.05,0.413,0.0002038095238095,0.0097353846153846,0.12,0.0084485981308411,2.0,8613041768185,3
711.0,6.5,0.5,0.0,0.0,23.0,0.5,3.5,3.0,0.9652,0.38,0.0002114285714285,0.0104246153846153,0.12,0.0090467289719626,1.0,8710438089936,3
711.0,6.5,0.5,0.0,0.0,23.0,0.5,3.5,3.0,0.8382,0.33,0.0002119047619047,0.0104676923076923,0.12,0.0090841121495327,0.0,8710438090024,3
697.0,6.0,0.7,0.0,0.0,24.0,1.0,2.0,3.0,0.4,0.15748031496063,0.0002128571428571,0.0105538461538461,0.12,0.0091588785046728,0.0,8710438100815,3
340.0,0.9,0.4,0.0,0.0,17.0,15.0,1.5,0.5,0.03,0.0118110236220472,0.0002247619047619,0.0116307692307692,0.12,0.0100934579439252,2.0,8711200576777,3
180.0,2.0,1.0,0.0,0.0,5.0,2.0,1.5,0.7,0.69088,0.272,0.0002266666666666,0.0118030769230769,0.12,0.0102429906542056,1.0,8712100368349,3
160.0,1.5,0.5,0.0,0.0,4.5,1.5,1.0,0.8,0.8128,0.32,0.00023,0.0121046153846153,0.12,0.0105046728971962,2.0,8712100380976,3
180.0,2.0,1.0,0.0,0.0,5.0,2.0,1.5,0.7,0.69088,0.272,0.0002309523809523,0.0121907692307692,0.12,0.0105794392523364,1.0,8712100385421,3
140.0,2.0,0.5,0.0,0.0,3.5,0.9,0.8,0.6,0.635,0.25,0.0002319047619047,0.012276923076923,0.12,0.0106542056074766,1.0,8712100385728,3
180.0,2.0,1.0,0.0,0.0,5.0,2.0,1.5,0.7,0.69,0.271653543307087,0.0002323809523809,0.01232,0.12,0.0106915887850467,1.0,8712100405976,3
740.0,7.0,3.0,0.0,0.0,16.0,0.9,1.0,12.0,0.53,0.208661417322835,0.0002328571428571,0.0123630769230769,0.12,0.0107289719626168,0.0,8712100421907,3
210.0,3.5,2.0,0.0,0.0,4.0,3.5,0.5,0.6,0.03,0.0118110236220472,0.0002338095238095,0.0124492307692307,0.12,0.010803738317757,1.0,8712100463150,3
